indicator_id,indicator_label,area_code,area_name,value,unit,period,source,source_url,geography,feature_id_key,indicator_group,value_direction,interpretation,aggregation_method,synthetic_data
fusion21_project_count_synthetic,Synthetic project count,E12000008,South East,7.0,projects,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Count of distinct synthetic contracts by ONS English region.,True
fusion21_project_count_synthetic,Synthetic project count,E12000009,South West,4.0,projects,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Count of distinct synthetic contracts by ONS English region.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000001,North East,4.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000002,North West,24.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000003,Yorkshire and The Humber,8.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000004,East Midlands,11.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000005,West Midlands,23.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000006,East of England,15.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000007,London,27.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000008,South East,24.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_count_synthetic,Synthetic recorded activity count,E12000009,South West,13.0,recorded Yes activities,Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Sum of Yes responses across the six synthetic activity fields.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000001,North East,22.2,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000002,North West,66.7,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000003,Yorkshire and The Humber,44.4,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000004,East Midlands,45.8,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000005,West Midlands,63.9,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000006,East of England,50.0,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000007,London,64.3,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000008,South East,57.1,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_activity_score_synthetic,Synthetic Activity Score,E12000009,South West,54.2,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Yes responses divided by all possible regional activity responses.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000001,North East,20.9,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000002,North West,49.7,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000003,Yorkshire and The Humber,0.0,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000004,East Midlands,34.5,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000005,West Midlands,74.7,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000006,East of England,61.0,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000007,London,100.0,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000008,South East,33.6,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_foundation_score_synthetic,Synthetic Foundation Score,E12000009,South West,27.3,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Min-Max standardisation of regional synthetic Foundation payments.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000001,North East,21.6,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000002,North West,58.2,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000003,Yorkshire and The Humber,22.2,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000004,East Midlands,40.1,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000005,West Midlands,69.3,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000006,East of England,55.5,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000007,London,82.1,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000008,South East,45.4,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
fusion21_contribution_score_synthetic,Synthetic Fusion21 Contribution Score,E12000009,South West,40.7,score (0-100),Synthetic FY2024/25,AI-assisted synthetic demonstration data,,rgn_2019,properties.rgn19cd,fusion21_synthetic,higher_is_more_recorded_activity_or_investment,Fictional value for prototype testing only; it does not describe Fusion21 performance.,Equal-weight mean of Activity and Foundation Scores; contract value is retained separately as procurement footprint.,True
